,pmid,topic
955,32269893,Treatment;Diagnosis
956,32725595,Diagnosis;Treatment
968,32645630,Treatment
979,32744454,Prevention;Treatment
992,32232976,Treatment
993,32536988,Treatment
999,32735721,Treatment;Mechanism;Diagnosis
1005,32607779,Treatment
1011,32502594,Treatment;Diagnosis;Prevention
1014,32388937,Treatment
1018,32462858,Treatment;Mechanism
1023,32327429,Treatment
1025,32678866,Treatment;Diagnosis
1031,32375887,Treatment;Prevention
1032,32773409,Treatment;Diagnosis
1044,32574196,Treatment;Mechanism;Transmission;Prevention
1050,32358691,Diagnosis;Treatment
1055,32220865,Treatment
1065,32323287,Treatment;Prevention
1070,32757420,Treatment;Mechanism
1075,32696763,Diagnosis;Treatment
1088,32776534,Treatment
1090,32422076,Treatment;Diagnosis
1092,32537957,Treatment;Diagnosis
1094,32450165,Treatment;Mechanism
1095,32197957,Diagnosis;Treatment
1096,32321905,Treatment
1097,32493734,Treatment
1099,32385990,Treatment
1103,32665234,Treatment
1104,32344313,Treatment
1110,32453702,Treatment
1114,32322397,Treatment
1119,32762893,Treatment;Diagnosis
1120,32572245,Treatment;Mechanism
1123,32703818,Treatment;Mechanism
1128,32512022,Diagnosis;Treatment
1135,32344308,Treatment
1138,32285929,Treatment
1140,32356926,Treatment;Mechanism
1145,32364528,Diagnosis;Treatment
1149,32343510,Mechanism;Treatment
1155,32708264,Diagnosis;Treatment
1156,32713118,Treatment;Diagnosis
1158,32696836,Treatment
1159,32696772,Treatment;Mechanism
1171,32758873,Treatment;Mechanism
1172,32317316,Treatment
1178,32685906,Diagnosis;Treatment
1179,32612152,Treatment;Mechanism
1180,32339473,Treatment
1184,32492743,Treatment
1188,32776905,Treatment;Mechanism;Diagnosis
1189,32444482,Treatment
1190,32721412,Treatment
1200,32243945,Treatment
1201,32353743,Treatment
1202,32682453,Treatment;Diagnosis
1206,32289168,Treatment
1207,32776022,Treatment;Mechanism
1210,32586380,Treatment;Mechanism
1215,32423431,Treatment
1225,32650121,Diagnosis;Treatment
1231,32646518,Treatment
1248,32569584,Treatment
1254,32575554,Treatment;Mechanism
1259,32249257,Treatment
1266,32384820,Treatment;Mechanism
1267,32393136,Mechanism;Treatment;Diagnosis
1270,32759311,Treatment;Mechanism
1273,32410773,Treatment;Diagnosis
1275,32710986,Treatment;Mechanism
1284,32763302,Treatment;Mechanism
1293,32446311,Treatment
1294,32692258,Treatment
1296,32639679,Mechanism;Treatment;Diagnosis
1302,32619721,Treatment
1303,32726417,Treatment;Diagnosis
1305,32325167,Diagnosis;Treatment
1309,32232552,Treatment
1312,32602956,Treatment;Mechanism
1313,32458969,Treatment
1316,32668312,Treatment
1318,32692000,Treatment;Diagnosis
1319,32728965,Treatment;Diagnosis
1325,32544611,Mechanism;Treatment
1333,32583426,Treatment
1342,32421155,Treatment
1347,32616659,Treatment
1352,32274772,Treatment
1356,32221973,Treatment;Prevention
1371,32641482,Mechanism;Treatment
1375,32329974,Diagnosis;Transmission;Treatment;Prevention
1379,32434963,Diagnosis;Treatment
1383,32324209,Treatment;Mechanism
1387,32374000,Treatment;Diagnosis
1389,32033513,Treatment;Diagnosis
1399,32565632,Prevention;Treatment
1400,32631405,Treatment
1401,32075364,Treatment;Mechanism
1403,32360397,Treatment;Mechanism
1409,32372573,Treatment
1410,32677493,Treatment
1412,32628899,Treatment;Mechanism
1422,32572128,Diagnosis;Treatment
1427,32753456,Treatment;Mechanism
1430,32496587,Treatment;Mechanism
1432,32482976,Prevention;Treatment;Diagnosis
1441,32193831,Mechanism;Treatment
1442,32706558,Treatment
1445,32589784,Treatment;Diagnosis
1446,32023681,Diagnosis;Treatment
1447,32573882,Diagnosis;Treatment
1461,32220035,Mechanism;Transmission;Treatment
1464,32574960,Treatment
1468,32414743,Diagnosis;Treatment
1470,32757404,Diagnosis;Treatment
1473,32266867,Mechanism;Treatment
1479,32333027,Treatment
1481,32586395,Diagnosis;Treatment
1483,32567501,Treatment;Mechanism
1485,32606420,Treatment;Mechanism
1486,32748336,Treatment;Mechanism;Diagnosis
1490,32352918,Treatment;Diagnosis;Prevention
1495,32309809,Treatment
1498,32667985,Treatment
1501,32640769,Treatment
1504,32407543,Treatment
1506,32679422,Treatment;Mechanism
1508,32536672,Treatment;Diagnosis
1512,32219846,Treatment;Prevention
1516,32769235,Prevention;Treatment;Diagnosis
1517,32667699,Treatment
1525,32398294,Treatment;Diagnosis
1536,32438521,Treatment
1537,32330122,Treatment
1539,32762349,Diagnosis;Treatment;Mechanism
1540,32431217,Treatment;Mechanism
1543,32373721,Treatment
1546,32337113,Diagnosis;Treatment;Transmission;Mechanism
1554,32734518,Treatment;Mechanism
1556,32578520,Treatment
1562,32761863,Prevention;Treatment
1563,32651586,Treatment
1574,32582400,Prevention;Treatment;Diagnosis;Mechanism
1581,32333196,Treatment
1583,32542883,Mechanism;Diagnosis;Treatment
1584,32305181,Prevention;Treatment
1589,32684170,Treatment
1595,32488888,Diagnosis;Treatment
1599,32066541,Treatment
1602,32689643,Treatment;Mechanism;Diagnosis
1606,32579957,Treatment;Mechanism
1610,32666487,Prevention;Diagnosis;Treatment
1613,32741802,Diagnosis;Treatment
1618,32735992,Treatment;Mechanism
1620,32405245,Diagnosis;Treatment
1622,32611305,Treatment;Mechanism;Prevention
1623,32754570,Treatment;Diagnosis
1624,32748035,Treatment;Mechanism
1625,32744823,Prevention;Treatment
1628,32410772,Treatment
1640,32707111,Treatment;Prevention
1647,32385101,Treatment
1649,32275971,Treatment
1661,32677478,Treatment;Mechanism;Diagnosis
1663,32268018,Treatment
1667,32654555,Treatment;Mechanism;Diagnosis
1669,32437478,Mechanism;Treatment
1677,32722722,Treatment;Diagnosis
1689,32766565,Treatment;Diagnosis
1694,32619134,Treatment;Mechanism
1695,32540459,Diagnosis;Treatment
1697,32434823,Diagnosis;Treatment
1699,32292909,Treatment
1702,32243944,Treatment
1706,32702300,Treatment
1720,32728438,Treatment
1730,32259480,Treatment
1731,32556027,Diagnosis;Treatment
1735,32700223,Prevention;Treatment
1740,32773440,Treatment
1742,32687717,Treatment;Diagnosis
1746,32386018,Diagnosis;Treatment
1749,32237263,Treatment
1758,32301347,Treatment
1761,32251498,Mechanism;Treatment
1763,32639031,Treatment;Mechanism
1776,32761451,Treatment
1777,32512493,Treatment;Mechanism
1784,32422406,Treatment
1786,32283143,Treatment
1797,32476308,Treatment;Prevention
1808,32755094,Treatment;Mechanism;Diagnosis
1812,32267828,Treatment
1813,32731282,Mechanism;Treatment;Diagnosis
1814,32683613,Treatment;Diagnosis
1815,32598880,Treatment;Diagnosis
1817,32277180,Treatment
1820,32683221,Treatment;Mechanism
1821,32634024,Treatment
1822,32679038,Treatment
1823,32723801,Treatment
1824,32271373,Diagnosis;Treatment
1834,32430627,Treatment;Mechanism
1836,32444493,Diagnosis;Treatment
1840,32762876,Treatment;Mechanism
1847,32421381,Treatment;Diagnosis
1850,32668133,Treatment
1862,32368838,Diagnosis;Treatment
1872,32633235,Treatment;Mechanism
1879,32754974,Treatment;Mechanism
1880,32037473,Diagnosis;Mechanism;Treatment;Prevention
1890,32402766,Treatment
1892,32209811,Treatment
1894,32649880,Treatment;Mechanism
1898,32463434,Treatment;Mechanism
1913,32304334,Treatment
1920,32602561,Treatment;Diagnosis
1940,32460829,Treatment;Diagnosis
1942,32313660,Treatment
1945,32539827,Treatment
1954,32473125,Mechanism;Treatment;Prevention
1958,32352397,Diagnosis;Treatment
1961,32609845,Mechanism;Treatment
1966,32754248,Prevention;Treatment;Diagnosis
1970,32744616,Treatment
1976,32196087,Treatment
1977,32485970,Treatment;Mechanism
1980,32482654,Treatment
1984,32589775,Treatment
1999,32738360,Treatment;Mechanism
2003,32568282,Treatment
2007,32710599,Treatment;Prevention
2013,32717094,Treatment
2019,32408336,Mechanism;Treatment
2020,32375488,Treatment
2033,32660185,Treatment;Mechanism;Diagnosis
2036,32595085,Treatment;Mechanism
2038,32543297,Treatment
2044,32380868,Treatment
2050,32552595,Treatment;Mechanism
2051,32302448,Treatment;Diagnosis
2052,32663912,Treatment
2054,32297985,Treatment
2063,32331255,Treatment;Mechanism
2066,32565132,Treatment
2067,32324223,Treatment
2068,32452539,Treatment;Transmission;Diagnosis;Mechanism
2072,32227274,Treatment
2073,32698898,Mechanism;Treatment
2074,32572194,Mechanism;Treatment
2075,32234150,Diagnosis;Treatment
2077,32442317,Treatment;Mechanism
2082,32504449,Treatment;Diagnosis
2083,32251003,Treatment;Prevention
2095,32410758,Treatment
2100,32290847,Treatment
2102,32252591,Diagnosis;Treatment;Mechanism
2105,32651579,Mechanism;Diagnosis;Treatment
2124,32574336,Treatment;Mechanism
2137,32613385,Treatment;Diagnosis
2141,32632356,Treatment
2142,32330302,Treatment;Mechanism
2143,32681497,Treatment;Mechanism
2146,32498413,Treatment
2151,32717399,Treatment;Mechanism
2153,32608546,Treatment
2156,32735716,Treatment
2157,32536734,Epidemic Forecasting;Treatment
2162,32696730,Treatment
2164,32597315,Treatment;Mechanism
2165,32574287,Diagnosis;Treatment
2171,32499154,Treatment;Mechanism
2175,32454512,Treatment;Mechanism
2176,32715661,Treatment;Mechanism
2177,32486188,Treatment;Mechanism
2179,32557270,Mechanism;Treatment
2180,32335161,Treatment;Mechanism
2181,32667230,Prevention;Treatment
2183,32321723,Treatment
2186,32592968,Mechanism;Treatment
2188,32772283,Treatment;Diagnosis
2189,32686851,Mechanism;Treatment;Diagnosis
2191,32675501,Prevention;Treatment
2192,32267762,Treatment
2204,32504360,Diagnosis;Treatment
2207,32145718,Treatment;Prevention
2208,32563812,Treatment
2213,32700555,Treatment
2218,32617121,Diagnosis;Mechanism;Treatment
2226,32571573,Treatment
2227,32593419,Treatment
2230,32638647,Treatment
2234,32160739,Treatment
2235,32723142,Treatment;Diagnosis
2236,32730617,Treatment
2248,32574261,Treatment;Mechanism
2263,32726304,Treatment
2273,32425643,Diagnosis;Treatment
2276,32026147,Treatment;Diagnosis
2285,32396985,Treatment;Prevention
2314,32471656,Diagnosis;Treatment
2316,32387333,Treatment
2320,32568457,Treatment;Prevention
2329,32744711,Treatment;Mechanism
2331,32469077,Treatment
2333,32773926,Treatment;Diagnosis;Mechanism
2335,32545714,Mechanism;Treatment
2341,32394236,Treatment
2345,32544216,Treatment;Mechanism
2346,32371086,Treatment
2356,32614385,Treatment
2366,32736332,Treatment;Prevention
2372,32738789,Diagnosis;Treatment
2389,32410413,Diagnosis;Treatment
2397,32417314,Treatment
2399,32362245,Treatment;Mechanism
2405,32236089,Treatment;Prevention
2411,32437316,Mechanism;Diagnosis;Treatment
2415,32648819,Treatment
2416,32391997,Diagnosis;Treatment
2419,32598953,Treatment
2432,32719848,Treatment;Diagnosis
2435,32677421,Treatment;Diagnosis
2438,32731100,Treatment
2439,32459672,Treatment;Diagnosis
2445,32374032,Treatment;Mechanism
2446,32335168,Treatment;Diagnosis
2456,32232230,Diagnosis;Treatment;Prevention
2460,32284245,Treatment
2461,32468942,Treatment
2467,32057209,Treatment
2474,32319102,Treatment
2475,32328724,Treatment
2479,32717743,Mechanism;Treatment
2480,32347323,Treatment;Mechanism
2482,32505227,Treatment;Mechanism
2484,32564694,Mechanism;Treatment
2487,32503801,Treatment
2489,32612614,Prevention;Diagnosis;Treatment
2491,32687268,Prevention;Treatment
2492,32342874,Treatment
2494,32682575,Treatment;Mechanism
2498,32668970,Treatment;Diagnosis
2503,32736906,Treatment;Mechanism
2508,32397275,Treatment
2509,32437877,Diagnosis;Treatment
2510,32603692,Treatment
2512,32678882,Treatment;Diagnosis
2513,32474576,Treatment
2515,32653736,Treatment
2521,32574789,Treatment;Diagnosis
2525,32403946,Treatment;Diagnosis
2528,32734810,Prevention;Treatment
2529,32283230,Treatment
2530,32228226,Mechanism;Treatment
2533,32678431,Treatment;Mechanism
2545,32167524,Treatment
2548,32582303,Treatment;Mechanism
2550,32711735,Treatment;Mechanism
2551,32324366,Treatment
2552,32268005,Treatment
2553,32414646,Treatment;Mechanism
2556,32512271,Treatment
2557,32358228,Treatment
2559,32662869,Treatment;Diagnosis
2560,32220178,Treatment
2566,32606823,Treatment;Mechanism
2573,32568604,Diagnosis;Treatment
2588,32771081,Diagnosis;Treatment
2589,32361747,Treatment
2597,32371818,Mechanism;Treatment
2598,32482538,Treatment;Mechanism
2600,32769322,Treatment;Diagnosis
2608,32491074,Treatment
2612,32643398,Diagnosis;Treatment
2621,32417123,Treatment
2623,32308263,Treatment
2626,32776556,Diagnosis;Treatment
2634,32357553,Treatment;Mechanism
2637,32617990,Diagnosis;Treatment
2640,32445420,Treatment
2642,32757345,Treatment;Prevention
2645,32771622,Treatment;Mechanism
2658,32353742,Treatment;Case Report
2662,32453656,Prevention;Treatment
2664,32759006,Treatment;Mechanism
2665,32754408,Treatment
2668,32242121,Treatment
2669,32446978,Treatment;Diagnosis
2675,32540271,Treatment
2676,32704578,Diagnosis;Treatment
2684,32432810,Treatment
2691,32551639,Treatment;Mechanism
2697,32651941,Treatment
2710,32534506,Mechanism;Treatment
2714,32580792,Diagnosis;Treatment
2720,32558150,Treatment;Mechanism
2723,32774998,Treatment
2726,32426111,Treatment
2728,32342867,Treatment
2729,32419926,Treatment;Mechanism
2730,32668835,Treatment;Prevention
2731,32748740,Treatment;Mechanism
2743,32342676,Treatment
2746,32754463,Treatment;Prevention
2751,32256706,Treatment
2758,32485101,Treatment;Mechanism
2762,32771797,Treatment;Mechanism
2764,32576345,Mechanism;Diagnosis;Treatment
2766,32763662,Treatment;Mechanism
2771,32422077,Treatment;Mechanism
2775,32427403,Treatment;Prevention
2799,32312714,Treatment
2804,32763754,Treatment;Diagnosis
2805,32767755,Treatment
2806,32291094,Treatment
2810,32542337,Treatment;Mechanism
2813,32555413,Treatment;Mechanism
2818,32463543,Prevention;Treatment
2826,32239125,Treatment
2833,32307550,Treatment;Mechanism
2836,32344202,Treatment
2842,32668494,Diagnosis;Treatment
2844,32643968,Mechanism;Treatment
2860,32404512,Treatment
2861,32213260,Treatment
2865,32305402,Treatment
2872,32674818,Treatment
2875,32447102,Treatment
2881,32319200,Treatment
2883,32267081,Treatment
2884,32459529,Treatment
2890,32474851,Treatment
2895,32645205,Treatment;Diagnosis;Mechanism
2902,32485251,Treatment;Mechanism
2908,32730148,Treatment
2913,32712122,Treatment;Diagnosis
2914,32401463,Treatment
2922,32731284,Treatment
2925,32371757,Treatment
2931,32640747,Treatment;Mechanism
2934,32291828,Treatment
2939,32415836,Mechanism;Treatment
2941,32581015,Treatment;Diagnosis
2944,32125126,Treatment;Diagnosis
2946,32732190,Treatment
2954,32654131,Prevention;Treatment
2955,32453877,Diagnosis;Treatment
2958,32653015,Treatment
2959,32345485,Treatment
2978,32397511,Diagnosis;Treatment
2979,32358580,Treatment;Mechanism
2982,32559026,Prevention;Treatment
2991,32455478,Treatment
2994,32327300,Treatment
3008,32549293,Treatment
3012,32726206,Treatment
3019,32538995,Treatment
3024,32433778,Treatment
3035,32347054,Treatment
3039,32349897,Treatment;Prevention
3045,32458488,Treatment
3047,32451317,Treatment;Mechanism
3054,32546195,Treatment
3057,32655654,Treatment
3059,32661393,Treatment;Mechanism
3060,32677031,Treatment
3063,32436994,Treatment;Diagnosis
3065,32318665,Mechanism;Treatment
3068,32251934,Diagnosis;Treatment
3080,32702124,Treatment;Diagnosis
3088,32744707,Diagnosis;Treatment
3089,32433641,Treatment;Mechanism
3092,32713829,Prevention;Treatment;Diagnosis
3093,32635468,Treatment;Diagnosis
3100,32667978,Treatment
3104,32666025,Treatment
3112,32700398,Treatment;Diagnosis
3115,32343999,Prevention;Treatment
3118,32660401,Treatment
3125,32357997,Diagnosis;Treatment
3126,32606051,Treatment
3127,32596339,Diagnosis;Treatment
3137,32542213,Treatment
3149,32440985,Treatment
3150,32312715,Treatment
3151,32316063,Treatment
3164,32730238,Diagnosis;Treatment;Prevention
3166,32510978,Treatment;Mechanism;Diagnosis
3169,32645660,Treatment;Diagnosis
3174,32731308,Mechanism;Treatment;Diagnosis;Prevention
3175,32468151,Treatment;Mechanism
3176,32658144,Treatment;Prevention
3179,32504450,Treatment;Mechanism
3181,32762961,Treatment;Diagnosis
3187,32542716,Mechanism;Treatment;Prevention
3191,32710255,Treatment;Mechanism
3193,32649068,Treatment
3198,32696835,Treatment
3203,32247050,Mechanism;Diagnosis;Treatment;Prevention
3207,32512494,Treatment;Diagnosis
3213,32374009,Treatment;Mechanism
3214,32538857,Diagnosis;Mechanism;Treatment
3226,32647027,Mechanism;Treatment
3228,32575350,Treatment
3232,32559820,Treatment
3239,32740364,Treatment
3240,32683212,Treatment
3245,32707110,Treatment;Prevention
3251,32638135,Mechanism;Treatment
3255,32456663,Treatment
3256,32692230,Treatment;Diagnosis
3257,32420710,Treatment;Diagnosis
3259,32422305,Treatment;Mechanism
3261,32713288,Treatment
3262,32655021,Diagnosis;Treatment
3265,32339304,Treatment
3266,32664991,Treatment;Mechanism;Diagnosis
3270,32293875,Treatment;Mechanism
3271,32751615,Treatment
3272,32425636,Diagnosis;Treatment
3275,32725536,Diagnosis;Treatment
3277,32723461,Treatment
3288,32498078,Treatment
3290,32736596,Treatment
3295,32744884,Mechanism;Treatment
3297,32540604,Treatment
3308,32599813,Treatment;Diagnosis
3309,32211764,Treatment
3319,32540733,Treatment
3320,32305589,Treatment
3323,32577426,Diagnosis;Treatment
3326,32453363,Treatment
3338,32512589,Treatment;Mechanism
3339,32486469,Treatment;Diagnosis
3343,32344708,Mechanism;Treatment
3344,32108495,Treatment;Mechanism
3351,32769503,Treatment;Mechanism
3352,32763818,Treatment
3353,32467616,Treatment;Mechanism
3354,32638966,Mechanism;Treatment
3357,32773105,Treatment
3361,32735849,Treatment;Mechanism
3364,32414383,Diagnosis;Treatment
3370,32762099,Treatment;Mechanism
3371,32220177,Mechanism;Diagnosis;Treatment;Prevention
3374,32702590,Mechanism;Treatment
3375,32311489,Treatment;Mechanism
3376,32448405,Treatment;Diagnosis
3380,32564905,Treatment;Diagnosis
3381,32092748,Mechanism;Treatment;Prevention
3396,32673940,Treatment;Mechanism
3399,32649272,Treatment;Prevention;Mechanism
3409,32654907,Treatment
3411,32587093,Treatment;Mechanism
3419,32437739,Treatment
3424,32564974,Treatment;Diagnosis
3425,32710613,Diagnosis;Treatment
3426,32566803,Treatment;Mechanism
3430,32298218,Treatment;Mechanism
3432,32566425,Treatment;Mechanism;Transmission
3433,32409504,Treatment;Diagnosis
